ISO,WEO Subject Code,Country,Subject Descriptor,Units,Scale,2017,2018,2019,2020
NRU,GGXCNL_NGDP,Nauru,General government net lending/borrowing,Percent of GDP,,18.551,32.153,28.308,32.718
NRU,GGSB,Nauru,General government structural balance,National currency,Billions,,,,
NRU,GGSB_NPGDP,Nauru,General government structural balance,Percent of potential GDP,,,,,
NRU,GGXONLB,Nauru,General government primary net lending/borrowing,National currency,Billions,,,,
NRU,GGXONLB_NGDP,Nauru,General government primary net lending/borrowing,Percent of GDP,,,,,
NRU,GGXWDN,Nauru,General government net debt,National currency,Billions,,,,
NRU,GGXWDN_NGDP,Nauru,General government net debt,Percent of GDP,,,,,
NRU,GGXWDG,Nauru,General government gross debt,National currency,Billions,0.113,0.12,0.104,0.105
NRU,GGXWDG_NGDP,Nauru,General government gross debt,Percent of GDP,,77.972,71.056,59.57,56.269
NRU,NGDP_FY,Nauru,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,0.145,0.169,0.175,0.186
NRU,BCA,Nauru,Current account balance,U.S. dollars,Billions,0.014,0.01,0.006,0.003
NRU,BCA_NGDPD,Nauru,Current account balance,Percent of GDP,,12.41,7.595,4.6,2.527
NPL,NGDP_R,Nepal,"Gross domestic product, constant prices",National currency,Billions,"2,038.34","2,193.71","2,339.74","2,284.30"
NPL,NGDP_RPCH,Nepal,"Gross domestic product, constant prices",Percent change,,8.977,7.622,6.657,-2.37
NPL,NGDP,Nepal,"Gross domestic product, current prices",National currency,Billions,"3,077.15","3,455.95","3,858.93","3,888.70"
NPL,NGDPD,Nepal,"Gross domestic product, current prices",U.S. dollars,Billions,28.972,33.112,34.186,33.434
NPL,PPPGDP,Nepal,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,98.516,108.574,117.879,116.588
NPL,NGDP_D,Nepal,"Gross domestic product, deflator",Index,,150.964,157.539,164.93,170.236
NPL,NGDPRPC,Nepal,"Gross domestic product per capita, constant prices",National currency,Units,"72,323.95","76,954.03","81,149.50","77,833.27"
NPL,NGDPRPPPPC,Nepal,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"3,495.53","3,719.31","3,922.08","3,761.80"
NPL,NGDPPC,Nepal,"Gross domestic product per capita, current prices",National currency,Units,"109,182.78","121,232.83","133,839.62","132,500.36"
NPL,NGDPDPC,Nepal,"Gross domestic product per capita, current prices",U.S. dollars,Units,"1,027.97","1,161.53","1,185.68","1,139.19"
NPL,PPPPC,Nepal,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"3,495.53","3,808.73","4,088.41","3,972.51"
NPL,NGAP_NPGDP,Nepal,Output gap in percent of potential GDP,Percent of potential GDP,,,,,
NPL,PPPSH,Nepal,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.08,0.084,0.087,0.087
NPL,PPPEX,Nepal,Implied PPP conversion rate,National currency per current international dollar,,31.235,31.83,32.736,33.354
NPL,NID_NGDP,Nepal,Total investment,Percent of GDP,,37.325,39.548,41.379,30.44
NPL,NGSD_NGDP,Nepal,Gross national savings,Percent of GDP,,37.002,32.45,34.45,29.428
NPL,PCPI,Nepal,"Inflation, average consumer prices",Index,,114.835,119.597,125.145,132.841
NPL,PCPIPCH,Nepal,"Inflation, average consumer prices",Percent change,,4.454,4.147,4.639,6.15
NPL,PCPIE,Nepal,"Inflation, end of period consumer prices",Index,,115.94,121.25,128.55,134.69
NPL,PCPIEPCH,Nepal,"Inflation, end of period consumer prices",Percent change,,2.711,4.58,6.021,4.776
NPL,TM_RPCH,Nepal,Volume of imports of goods and services,Percent change,,,,,
NPL,TMG_RPCH,Nepal,Volume of Imports of goods,Percent change,,,,,
NPL,TX_RPCH,Nepal,Volume of exports of goods and services,Percent change,,,,,
NPL,TXG_RPCH,Nepal,Volume of exports of goods,Percent change,,,,,
NPL,LUR,Nepal,Unemployment rate,Percent of total labor force,,,,,
NPL,LE,Nepal,Employment,Persons,Millions,,n/a,,
NPL,LP,Nepal,Population,Persons,Millions,28.183,28.507,28.832,29.349
NPL,GGR,Nepal,General government revenue,National currency,Billions,644.53,766.036,862.561,865.031
NPL,GGR_NGDP,Nepal,General government revenue,Percent of GDP,,20.946,22.166,22.352,22.245
NPL,GGX,Nepal,General government total expenditure,National currency,Billions,727.276,967.634,"1,055.01","1,073.62"
NPL,GGX_NGDP,Nepal,General government total expenditure,Percent of GDP,,23.635,27.999,27.339,27.609
NPL,GGXCNL,Nepal,General government net lending/borrowing,National currency,Billions,-82.746,-201.598,-192.449,-208.587
NPL,GGXCNL_NGDP,Nepal,General government net lending/borrowing,Percent of GDP,,-2.689,-5.833,-4.987,-5.364
NPL,GGSB,Nepal,General government structural balance,National currency,Billions,,,,
NPL,GGSB_NPGDP,Nepal,General government structural balance,Percent of potential GDP,,,,,
NPL,GGXONLB,Nepal,General government primary net lending/borrowing,National currency,Billions,-73.876,-186.645,-173.181,-183.985
NPL,GGXONLB_NGDP,Nepal,General government primary net lending/borrowing,Percent of GDP,,-2.401,-5.401,-4.488,-4.731
NPL,GGXWDN,Nepal,General government net debt,National currency,Billions,,,,
NPL,GGXWDN_NGDP,Nepal,General government net debt,Percent of GDP,,,,,
NPL,GGXWDG,Nepal,General government gross debt,National currency,Billions,768.951,"1,074.38","1,313.20","1,684.10"
NPL,GGXWDG_NGDP,Nepal,General government gross debt,Percent of GDP,,24.989,31.088,34.03,43.307
NPL,NGDP_FY,Nepal,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"3,077.15","3,455.95","3,858.93","3,888.70"
NPL,BCA,Nepal,Current account balance,U.S. dollars,Billions,-0.093,-2.35,-2.369,-0.339
NPL,BCA_NGDPD,Nepal,Current account balance,Percent of GDP,,-0.323,-7.098,-6.929,-1.013
NLD,NGDP_R,Netherlands,"Gross domestic product, constant prices",National currency,Billions,725.657,742.789,757.315,727.897
NLD,NGDP_RPCH,Netherlands,"Gross domestic product, constant prices",Percent change,,2.911,2.361,1.956,-3.885
NLD,NGDP,Netherlands,"Gross domestic product, current prices",National currency,Billions,738.146,773.987,813.055,796.53
NLD,NGDPD,Netherlands,"Gross domestic product, current prices",U.S. dollars,Billions,833.575,914.458,910.295,909.065
NLD,PPPGDP,Netherlands,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,948.182,993.902,"1,031.51","1,004.38"
NLD,NGDP_D,Netherlands,"Gross domestic product, deflator",Index,,101.721,104.2,107.36,109.429
NLD,NGDPRPC,Netherlands,"Gross domestic product per capita, constant prices",National currency,Units,"42,482.03","43,232.95","43,820.61","41,814.93"
NLD,NGDPRPPPPC,Netherlands,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"55,509.26","56,490.47","57,258.34","54,637.61"
NLD,NGDPPC,Netherlands,"Gross domestic product per capita, current prices",National currency,Units,"43,213.17","45,048.79","47,045.91","45,757.64"
NLD,NGDPDPC,Netherlands,"Gross domestic product per capita, current prices",U.S. dollars,Units,"48,799.87","53,224.69","52,672.50","52,222.36"
NLD,PPPPC,Netherlands,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"55,509.26","57,848.63","59,686.62","57,698.02"
NLD,NGAP_NPGDP,Netherlands,Output gap in percent of potential GDP,Percent of potential GDP,,-0.05,0.7,0.6,-4.2
NLD,PPPSH,Netherlands,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.774,0.765,0.759,0.753
NLD,PPPEX,Netherlands,Implied PPP conversion rate,National currency per current international dollar,,0.778,0.779,0.788,0.793
NLD,NID_NGDP,Netherlands,Total investment,Percent of GDP,,20.593,20.958,22.096,21.756
NLD,NGSD_NGDP,Netherlands,Gross national savings,Percent of GDP,,29.511,30.277,29.016,26.898
NLD,PCPI,Netherlands,"Inflation, average consumer prices",Index,,101.4,103.023,105.777,106.958
NLD,PCPIPCH,Netherlands,"Inflation, average consumer prices",Percent change,,1.294,1.601,2.673,1.116
NLD,PCPIE,Netherlands,"Inflation, end of period consumer prices",Index,,102.02,103.86,106.67,107.66
NLD,PCPIEPCH,Netherlands,"Inflation, end of period consumer prices",Percent change,,1.21,1.804,2.706,0.928
NLD,TM_RPCH,Netherlands,Volume of imports of goods and services,Percent change,,6.174,4.714,3.258,-4.671
NLD,TMG_RPCH,Netherlands,Volume of Imports of goods,Percent change,,5.706,3.962,5.194,-2.481
NLD,TX_RPCH,Netherlands,Volume of exports of goods and services,Percent change,,6.489,4.324,1.979,-4.272
NLD,TXG_RPCH,Netherlands,Volume of exports of goods,Percent change,,6.009,3.117,1.306,-2.122
NLD,LUR,Netherlands,Unemployment rate,Percent of total labor force,,5.873,4.881,4.436,4.851
NLD,LE,Netherlands,Employment,Persons,Millions,8.745,8.939,9.117,9.116
NLD,LP,Netherlands,Population,Persons,Millions,17.082,17.181,17.282,17.408
NLD,GGR,Netherlands,General government revenue,National currency,Billions,323.531,338.867,357.121,351.403
NLD,GGR_NGDP,Netherlands,General government revenue,Percent of GDP,,43.83,43.782,43.923,44.117
NLD,GGX,Netherlands,General government total expenditure,National currency,Billions,313.41,327.239,342.493,380.991
NLD,GGX_NGDP,Netherlands,General government total expenditure,Percent of GDP,,42.459,42.28,42.124,47.831
NLD,GGXCNL,Netherlands,General government net lending/borrowing,National currency,Billions,10.121,11.628,14.628,-29.588
NLD,GGXCNL_NGDP,Netherlands,General government net lending/borrowing,Percent of GDP,,1.371,1.502,1.799,-3.715
NLD,GGSB,Netherlands,General government structural balance,National currency,Billions,10.366,7.281,9.182,18.037
NLD,GGSB_NPGDP,Netherlands,General government structural balance,Percent of potential GDP,,1.404,0.947,1.136,2.169
NLD,GGXONLB,Netherlands,General government primary net lending/borrowing,National currency,Billions,15.976,17.067,19.238,-25.487
NLD,GGXONLB_NGDP,Netherlands,General government primary net lending/borrowing,Percent of GDP,,2.164,2.205,2.366,-3.2
NLD,GGXWDN,Netherlands,General government net debt,National currency,Billions,344.325,332.42,323.321,356.68
NLD,GGXWDN_NGDP,Netherlands,General government net debt,Percent of GDP,,46.647,42.949,39.766,44.779
NLD,GGXWDG,Netherlands,General government gross debt,National currency,Billions,420.375,405.84,394.732,435.459
NLD,GGXWDG_NGDP,Netherlands,General government gross debt,Percent of GDP,,56.95,52.435,48.549,54.67
NLD,NGDP_FY,Netherlands,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,738.146,773.987,813.055,796.53
NLD,BCA,Netherlands,Current account balance,U.S. dollars,Billions,74.34,85.223,62.986,46.743
NLD,BCA_NGDPD,Netherlands,Current account balance,Percent of GDP,,8.918,9.32,6.919,5.142
NZL,NGDP_R,New Zealand,"Gross domestic product, constant prices",National currency,Billions,242.861,251.42,259.143,255.348
NZL,NGDP_RPCH,New Zealand,"Gross domestic product, constant prices",Percent change,,3.46,3.524,3.072,-1.464
NZL,NGDP,New Zealand,"Gross domestic product, current prices",National currency,Billions,286.359,302.508,319.786,323.196
NZL,NGDPD,New Zealand,"Gross domestic product, current prices",U.S. dollars,Billions,203.558,209.623,210.83,210.084
NZL,PPPGDP,New Zealand,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,197.025,208.872,219.15,218.758
NZL,NGDP_D,New Zealand,"Gross domestic product, deflator",Index,,117.911,120.32,123.401,126.571
NZL,NGDPRPC,New Zealand,"Gross domestic product per capita, constant prices",National currency,Units,"50,438.42","51,288.22","51,978.30","50,207.04"
NZL,NGDPRPPPPC,New Zealand,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"40,918.97","41,608.38","42,168.22","40,731.26"
NZL,NGDPPC,New Zealand,"Gross domestic product per capita, current prices",National currency,Units,"59,472.27","61,709.88","64,141.93","63,547.46"
NZL,NGDPDPC,New Zealand,"Gross domestic product per capita, current prices",U.S. dollars,Units,"42,275.79","42,761.93","42,287.72","41,307.21"
NZL,PPPPC,New Zealand,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"40,918.97","42,608.74","43,956.54","43,012.74"
NZL,NGAP_NPGDP,New Zealand,Output gap in percent of potential GDP,Percent of potential GDP,,0.473,0.948,0.888,-2.19
NZL,PPPSH,New Zealand,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.161,0.161,0.161,0.164
NZL,PPPEX,New Zealand,Implied PPP conversion rate,National currency per current international dollar,,1.453,1.448,1.459,1.477
NZL,NID_NGDP,New Zealand,Total investment,Percent of GDP,,23.279,24.226,24.005,22.204
NZL,NGSD_NGDP,New Zealand,Gross national savings,Percent of GDP,,20.455,20.034,21.132,21.169
NZL,PCPI,New Zealand,"Inflation, average consumer prices",Index,,143.707,146.004,148.368,150.912
NZL,PCPIPCH,New Zealand,"Inflation, average consumer prices",Percent change,,1.851,1.598,1.62,1.715
NZL,PCPIE,New Zealand,"Inflation, end of period consumer prices",Index,,141.73,144.407,147.083,149.197
NZL,PCPIEPCH,New Zealand,"Inflation, end of period consumer prices",Percent change,,1.594,1.889,1.854,1.437
NZL,TM_RPCH,New Zealand,Volume of imports of goods and services,Percent change,,7.089,6.891,2.222,-15.806
NZL,TMG_RPCH,New Zealand,Volume of Imports of goods,Percent change,,7.389,6.472,0.933,-11.258
NZL,TX_RPCH,New Zealand,Volume of exports of goods and services,Percent change,,2.582,3.046,2.562,-13.506
NZL,TXG_RPCH,New Zealand,Volume of exports of goods,Percent change,,1.698,2.656,2.65,-3.712
NZL,LUR,New Zealand,Unemployment rate,Percent of total labor force,,4.75,4.325,4.1,4.6
NZL,LE,New Zealand,Employment,Persons,Millions,2.586,2.661,2.695,2.73
NZL,LP,New Zealand,Population,Persons,Millions,4.815,4.902,4.986,5.086
NZL,GGR,New Zealand,General government revenue,National currency,Billions,105.926,113.05,116.161,122.082
NZL,GGR_NGDP,New Zealand,General government revenue,Percent of GDP,,36.99,37.371,36.325,37.773
NZL,GGX,New Zealand,General government total expenditure,National currency,Billions,102.044,109.215,124.184,136.183
NZL,GGX_NGDP,New Zealand,General government total expenditure,Percent of GDP,,35.635,36.103,38.833,42.136
NZL,GGXCNL,New Zealand,General government net lending/borrowing,National currency,Billions,3.882,3.836,-8.023,-14.101
NZL,GGXCNL_NGDP,New Zealand,General government net lending/borrowing,Percent of GDP,,1.355,1.268,-2.509,-4.363
NZL,GGSB,New Zealand,General government structural balance,National currency,Billions,3.257,2.764,-6.936,-14.106
NZL,GGSB_NPGDP,New Zealand,General government structural balance,Percent of potential GDP,,1.143,0.922,-2.188,-4.267
NZL,GGXONLB,New Zealand,General government primary net lending/borrowing,National currency,Billions,5.652,5.698,-6.039,-11.916
NZL,GGXONLB_NGDP,New Zealand,General government primary net lending/borrowing,Percent of GDP,,1.974,1.883,-1.888,-3.687
NZL,GGXWDN,New Zealand,General government net debt,National currency,Billions,15.904,14.278,21.959,33.474
NZL,GGXWDN_NGDP,New Zealand,General government net debt,Percent of GDP,,5.554,4.72,6.867,10.357
NZL,GGXWDG,New Zealand,General government gross debt,National currency,Billions,89.167,84.996,101.818,140.067
NZL,GGXWDG_NGDP,New Zealand,General government gross debt,Percent of GDP,,31.138,28.097,31.839,43.338
NZL,NGDP_FY,New Zealand,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,286.359,302.508,319.786,323.196
NZL,BCA,New Zealand,Current account balance,U.S. dollars,Billions,-5.75,-8.79,-6.059,-2.175
NZL,BCA_NGDPD,New Zealand,Current account balance,Percent of GDP,,-2.825,-4.193,-2.874,-1.035
NIC,NGDP_R,Nicaragua,"Gross domestic product, constant prices",National currency,Billions,186.134,179.873,174.663,171.578
NIC,NGDP_RPCH,Nicaragua,"Gross domestic product, constant prices",Percent change,,4.396,-3.363,-2.897,-1.766
NIC,NGDP,Nicaragua,"Gross domestic product, current prices",National currency,Billions,414.279,410.988,420.614,435.395
NIC,NGDPD,Nicaragua,"Gross domestic product, current prices",U.S. dollars,Billions,13.786,13.025,12.713,12.682
NIC,PPPGDP,Nicaragua,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,38.335,37.936,37.498,37.316
NIC,NGDP_D,Nicaragua,"Gross domestic product, deflator",Index,,222.571,228.487,240.815,253.76
NIC,NGDPRPC,Nicaragua,"Gross domestic product per capita, constant prices",National currency,Units,"28,999.55","27,735.28","26,654.19","26,411.16"
NIC,NGDPRPPPPC,Nicaragua,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"5,972.55","5,712.17","5,489.51","5,439.46"
NIC,NGDPPC,Nicaragua,"Gross domestic product per capita, current prices",National currency,Units,"64,544.53","63,371.60","64,187.31","67,020.96"
NIC,NGDPDPC,Nicaragua,"Gross domestic product per capita, current prices",U.S. dollars,Units,"2,147.86","2,008.40","1,940.12","1,952.18"
NIC,PPPPC,Nicaragua,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"5,972.55","5,849.50","5,722.32","5,744.14"
NIC,NGAP_NPGDP,Nicaragua,Output gap in percent of potential GDP,Percent of potential GDP,,,,,
NIC,PPPSH,Nicaragua,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.031,0.029,0.028,0.028
NIC,PPPEX,Nicaragua,Implied PPP conversion rate,National currency per current international dollar,,10.807,10.834,11.217,11.668
NIC,NID_NGDP,Nicaragua,Total investment,Percent of GDP,,29.915,24.075,17.831,19.423
NIC,NGSD_NGDP,Nicaragua,Gross national savings,Percent of GDP,,22.755,22.277,23.763,23.019
NIC,PCPI,Nicaragua,"Inflation, average consumer prices",Index,,204.632,214.756,226.302,234.634
NIC,PCPIPCH,Nicaragua,"Inflation, average consumer prices",Percent change,,3.851,4.947,5.376,3.682
NIC,PCPIE,Nicaragua,"Inflation, end of period consumer prices",Index,,210.957,219.153,232.586,239.402
NIC,PCPIEPCH,Nicaragua,"Inflation, end of period consumer prices",Percent change,,5.678,3.885,6.13,2.931
NIC,TM_RPCH,Nicaragua,Volume of imports of goods and services,Percent change,,1.491,-15.475,-6.668,-0.907
NIC,TMG_RPCH,Nicaragua,Volume of Imports of goods,Percent change,,1.706,-16.247,-6.221,3.191
NIC,TX_RPCH,Nicaragua,Volume of exports of goods and services,Percent change,,9.395,-2.589,1.411,-9.588
NIC,TXG_RPCH,Nicaragua,Volume of exports of goods,Percent change,,8.074,1.217,1.818,-2.514
NIC,LUR,Nicaragua,Unemployment rate,Percent of total labor force,,3.67,5.5,5.341,6.486
NIC,LE,Nicaragua,Employment,Persons,Millions,,n/a,,
NIC,LP,Nicaragua,Population,Persons,Millions,6.419,6.485,6.553,6.496
NIC,GGR,Nicaragua,General government revenue,National currency,Billions,106.161,101.199,115.156,116.379
NIC,GGR_NGDP,Nicaragua,General government revenue,Percent of GDP,,25.625,24.623,27.378,26.73
NIC,GGX,Nicaragua,General government total expenditure,National currency,Billions,112.925,113.536,116.255,126.603
NIC,GGX_NGDP,Nicaragua,General government total expenditure,Percent of GDP,,27.258,27.625,27.639,29.078
NIC,GGXCNL,Nicaragua,General government net lending/borrowing,National currency,Billions,-6.764,-12.337,-1.099,-10.224
NIC,GGXCNL_NGDP,Nicaragua,General government net lending/borrowing,Percent of GDP,,-1.633,-3.002,-0.261,-2.348
NIC,GGSB,Nicaragua,General government structural balance,National currency,Billions,,,,
NIC,GGSB_NPGDP,Nicaragua,General government structural balance,Percent of potential GDP,,,,,
NIC,GGXONLB,Nicaragua,General government primary net lending/borrowing,National currency,Billions,-3.003,-7.836,4.091,-4.984
NIC,GGXONLB_NGDP,Nicaragua,General government primary net lending/borrowing,Percent of GDP,,-0.725,-1.907,0.973,-1.145
NIC,GGXWDN,Nicaragua,General government net debt,National currency,Billions,,,,
NIC,GGXWDN_NGDP,Nicaragua,General government net debt,Percent of GDP,,,,,
NIC,GGXWDG,Nicaragua,General government gross debt,National currency,Billions,139.935,153.568,172.765,206.021
NIC,GGXWDG_NGDP,Nicaragua,General government gross debt,Percent of GDP,,33.778,37.366,41.075,47.318
NIC,NGDP_FY,Nicaragua,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,414.279,410.988,420.614,435.395
NIC,BCA,Nicaragua,Current account balance,U.S. dollars,Billions,-0.987,-0.234,0.754,0.456
NIC,BCA_NGDPD,Nicaragua,Current account balance,Percent of GDP,,-7.16,-1.797,5.932,3.596
NER,NGDP_R,Niger,"Gross domestic product, constant prices",National currency,Billions,"6,356.67","6,802.11","7,219.94","7,476.24"
NER,NGDP_RPCH,Niger,"Gross domestic product, constant prices",Percent change,,5.001,7.007,6.143,3.55
NER,NGDP,Niger,"Gross domestic product, current prices",National currency,Billions,"6,494.70","7,114.53","7,567.90","7,910.95"
NER,NGDPD,Niger,"Gross domestic product, current prices",U.S. dollars,Billions,11.181,12.814,12.917,13.764
NER,PPPGDP,Niger,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,25.128,27.536,29.751,31.21
NER,NGDP_D,Niger,"Gross domestic product, deflator",Index,,102.171,104.593,104.819,105.815
NER,NGDPRPC,Niger,"Gross domestic product per capita, constant prices",National currency,Units,"294,257.94","303,086.27","309,726.28","308,850.86"
NER,NGDPRPPPPC,Niger,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"1,163.23","1,198.13","1,224.37","1,220.91"
NER,NGDPPC,Niger,"Gross domestic product per capita, current prices",National currency,Units,"300,647.45","317,006.95","324,653.29","326,809.08"
NER,NGDPDPC,Niger,"Gross domestic product per capita, current prices",U.S. dollars,Units,517.589,570.983,554.124,568.606
NER,PPPPC,Niger,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"1,163.23","1,226.93","1,276.30","1,289.30"
NER,NGAP_NPGDP,Niger,Output gap in percent of potential GDP,Percent of potential GDP,,,,,
NER,PPPSH,Niger,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.021,0.021,0.022,0.023
NER,PPPEX,Niger,Implied PPP conversion rate,National currency per current international dollar,,258.46,258.374,254.371,253.478
NER,NID_NGDP,Niger,Total investment,Percent of GDP,,26.221,29.025,30.233,31.222
NER,NGSD_NGDP,Niger,Gross national savings,Percent of GDP,,14.725,16.34,17.972,18.011
NER,PCPI,Niger,"Inflation, average consumer prices",Index,,101.334,104.124,101.5,104.442
NER,PCPIPCH,Niger,"Inflation, average consumer prices",Percent change,,0.19,2.753,-2.52,2.898
NER,PCPIE,Niger,"Inflation, end of period consumer prices",Index,,101.95,103.6,101.2,104.3
NER,PCPIEPCH,Niger,"Inflation, end of period consumer prices",Percent change,,1.747,1.618,-2.317,3.063
NER,TM_RPCH,Niger,Volume of imports of goods and services,Percent change,,11.81,7.116,8.212,27.053
NER,TMG_RPCH,Niger,Volume of Imports of goods,Percent change,,9.636,8.65,9.513,2.814
NER,TX_RPCH,Niger,Volume of exports of goods and services,Percent change,,11.877,-4.418,-0.432,63.96
NER,TXG_RPCH,Niger,Volume of exports of goods,Percent change,,12.241,-5.79,-2.798,-0.656
NER,LUR,Niger,Unemployment rate,Percent of total labor force,,,,,
NER,LE,Niger,Employment,Persons,Millions,,n/a,,
NER,LP,Niger,Population,Persons,Millions,21.602,22.443,23.311,24.207
NER,GGR,Niger,General government revenue,National currency,Billions,999.701,"1,291.32","1,362.50","1,388.37"
NER,GGR_NGDP,Niger,General government revenue,Percent of GDP,,15.393,18.15,18.004,17.55
NER,GGX,Niger,General government total expenditure,National currency,Billions,"1,267.07","1,505.32","1,631.77","1,769.39"
NER,GGX_NGDP,Niger,General government total expenditure,Percent of GDP,,19.509,21.158,21.562,22.366
NER,GGXCNL,Niger,General government net lending/borrowing,National currency,Billions,-267.368,-214.003,-269.278,-381.023
NER,GGXCNL_NGDP,Niger,General government net lending/borrowing,Percent of GDP,,-4.117,-3.008,-3.558,-4.816
NER,GGSB,Niger,General government structural balance,National currency,Billions,,,,
NER,GGSB_NPGDP,Niger,General government structural balance,Percent of potential GDP,,,,,
NER,GGXONLB,Niger,General government primary net lending/borrowing,National currency,Billions,-220.371,-146.441,-194.544,-298.355
NER,GGXONLB_NGDP,Niger,General government primary net lending/borrowing,Percent of GDP,,-3.393,-2.058,-2.571,-3.771
NER,GGXWDN,Niger,General government net debt,National currency,Billions,"2,100.92","2,426.56","2,718.45","3,245.29"
NER,GGXWDN_NGDP,Niger,General government net debt,Percent of GDP,,32.348,34.107,35.921,41.023
NER,GGXWDG,Niger,General government gross debt,National currency,Billions,"2,371.03","2,633.06","3,011.04","3,557.61"
NER,GGXWDG_NGDP,Niger,General government gross debt,Percent of GDP,,36.507,37.01,39.787,44.971
NER,NGDP_FY,Niger,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"6,494.70","7,114.53","7,567.90","7,910.95"
NER,BCA,Niger,Current account balance,U.S. dollars,Billions,-1.274,-1.625,-1.572,-1.816
NER,BCA_NGDPD,Niger,Current account balance,Percent of GDP,,-11.397,-12.681,-12.173,-13.192
NGA,NGDP_R,Nigeria,"Gross domestic product, constant prices",National currency,Billions,"69,205.69","70,536.35","72,094.10","70,800.54"
NGA,NGDP_RPCH,Nigeria,"Gross domestic product, constant prices",Percent change,,0.806,1.923,2.208,-1.794
NGA,NGDP,Nigeria,"Gross domestic product, current prices",National currency,Billions,"114,899.25","129,086.91","145,639.14","154,252.32"
NGA,NGDPD,Nigeria,"Gross domestic product, current prices",U.S. dollars,Billions,375.745,421.737,448.12,429.423
NGA,PPPGDP,Nigeria,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,990.7,"1,034.03","1,075.82","1,070.30"
NGA,NGDP_D,Nigeria,"Gross domestic product, deflator",Index,,166.026,183.008,202.013,217.869
NGA,NGDPRPC,Nigeria,"Gross domestic product per capita, constant prices",National currency,Units,"362,574.55","360,109.00","358,741.34","343,458.55"
NGA,NGDPRPPPPC,Nigeria,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"5,190.36","5,155.07","5,135.49","4,916.71"
NGA,NGDPPC,Nigeria,"Gross domestic product per capita, current prices",National currency,Units,"601,967.02","659,026.97","724,702.64","748,289.12"
NGA,NGDPDPC,Nigeria,"Gross domestic product per capita, current prices",U.S. dollars,Units,"1,968.56","2,153.09","2,229.85","2,083.16"
NGA,PPPPC,Nigeria,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"5,190.36","5,279.01","5,353.28","5,192.11"
NGA,NGAP_NPGDP,Nigeria,Output gap in percent of potential GDP,Percent of potential GDP,,,,,
NGA,PPPSH,Nigeria,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.809,0.796,0.792,0.802
NGA,PPPEX,Nigeria,Implied PPP conversion rate,National currency per current international dollar,,115.978,124.839,135.375,144.12
NGA,NID_NGDP,Nigeria,Total investment,Percent of GDP,,15.475,19.814,25.416,27.497
NGA,NGSD_NGDP,Nigeria,Gross national savings,Percent of GDP,,19.084,21.541,22.362,23.775
NGA,PCPI,Nigeria,"Inflation, average consumer prices",Index,,233.352,261.574,291.386,329.985
NGA,PCPIPCH,Nigeria,"Inflation, average consumer prices",Percent change,,16.502,12.094,11.397,13.247
NGA,PCPIE,Nigeria,"Inflation, end of period consumer prices",Index,,246.38,274.57,307.47,355.91
NGA,PCPIEPCH,Nigeria,"Inflation, end of period consumer prices",Percent change,,15.368,11.442,11.982,15.754
NGA,TM_RPCH,Nigeria,Volume of imports of goods and services,Percent change,,2.098,28.008,44.855,-19.64
NGA,TMG_RPCH,Nigeria,Volume of Imports of goods,Percent change,,-15.533,9.291,59.524,-1
NGA,TX_RPCH,Nigeria,Volume of exports of goods and services,Percent change,,8.194,0.052,17.775,-16.658
NGA,TXG_RPCH,Nigeria,Volume of exports of goods,Percent change,,8.007,2.937,18.051,-19.278
NGA,LUR,Nigeria,Unemployment rate,Percent of total labor force,,17.462,22.562,n/a,n/a
NGA,LE,Nigeria,Employment,Persons,Millions,,n/a,,
