Location,Country,Type_var,Type of indicator,Variable,Indicator,Time,Value
CHL,Chile,AVERAGE,Average,6_2,Student skills (maths),2012,422.6323555
CHL,Chile,AVERAGE,Average,6_2,Student skills (maths),2015,422.6713579
CHL,Chile,AVERAGE,Average,6_2,Student skills (maths),2018,417.4065563
CHL,Chile,AVERAGE,Average,7_1,Social support,2006,82.82422796
CHL,Chile,AVERAGE,Average,7_1,Social support,2007,80.72595024
CHL,Chile,AVERAGE,Average,7_1,Social support,2008,79.71918996
CHL,Chile,AVERAGE,Average,7_1,Social support,2009,82.63204358
CHL,Chile,AVERAGE,Average,7_1,Social support,2010,85.23324588
CHL,Chile,AVERAGE,Average,7_1,Social support,2011,81.83312786
CHL,Chile,AVERAGE,Average,7_1,Social support,2012,85.11429642
CHL,Chile,AVERAGE,Average,7_1,Social support,2013,85.74724388
CHL,Chile,AVERAGE,Average,7_1,Social support,2014,85.28604141
CHL,Chile,AVERAGE,Average,7_1,Social support,2015,82.46035966
CHL,Chile,AVERAGE,Average,7_1,Social support,2016,83.95491756
CHL,Chile,AVERAGE,Average,7_1,Social support,2017,87.83665039
CHL,Chile,AVERAGE,Average,7_1,Social support,2018,88.75043639
CHL,Chile,AVERAGE,Average,7_1,Social support,2019,86.44706737
CHL,Chile,AVERAGE,Average,7_1,Social support,2020,88.19988358
CHL,Chile,AVERAGE,Average,7_1,Social support,2021,88.59972068
CHL,Chile,AVERAGE,Average,7_1,Social support,2022,88.25498441
CHL,Chile,AVERAGE,Average,8_1,Having a say in government,2014,59.25791842
CHL,Chile,AVERAGE,Average,8_2,Voter turnout ,2006,87.12
CHL,Chile,AVERAGE,Average,8_2,Voter turnout ,2010,86.94
CHL,Chile,AVERAGE,Average,8_2,Voter turnout ,2013,41.98
CHL,Chile,AVERAGE,Average,8_2,Voter turnout ,2017,46.7
CHL,Chile,AVERAGE,Average,8_2,Voter turnout ,2021,55.64
CHL,Chile,AVERAGE,Average,10_1,Homicides,2004,5.4
CHL,Chile,AVERAGE,Average,10_1,Homicides,2005,5.8
CHL,Chile,AVERAGE,Average,10_1,Homicides,2006,5.5
CHL,Chile,AVERAGE,Average,10_1,Homicides,2007,4.5
CHL,Chile,AVERAGE,Average,10_1,Homicides,2008,4.1
CHL,Chile,AVERAGE,Average,10_1,Homicides,2009,5.1
CHL,Chile,AVERAGE,Average,10_1,Homicides,2010,4.4
CHL,Chile,AVERAGE,Average,10_1,Homicides,2011,4.4
CHL,Chile,AVERAGE,Average,10_1,Homicides,2012,3.8
CHL,Chile,AVERAGE,Average,10_1,Homicides,2013,3.7
CHL,Chile,AVERAGE,Average,10_1,Homicides,2014,4.5
CHL,Chile,AVERAGE,Average,10_1,Homicides,2015,4.2
CHL,Chile,AVERAGE,Average,10_1,Homicides,2016,3.7
CHL,Chile,AVERAGE,Average,10_1,Homicides,2017,3
CHL,Chile,AVERAGE,Average,10_1,Homicides,2018,2.4
CHL,Chile,AVERAGE,Average,10_2,Feeling safe at night,2006,38.41432681
CHL,Chile,AVERAGE,Average,10_2,Feeling safe at night,2007,39.51948179
CHL,Chile,AVERAGE,Average,10_2,Feeling safe at night,2008,46.095298
CHL,Chile,AVERAGE,Average,10_2,Feeling safe at night,2009,41.69296046
CHL,Chile,AVERAGE,Average,10_2,Feeling safe at night,2010,46.28236291
CHL,Chile,AVERAGE,Average,10_2,Feeling safe at night,2011,54.36734607
CHL,Chile,AVERAGE,Average,10_2,Feeling safe at night,2012,56.69419392
CHL,Chile,AVERAGE,Average,10_2,Feeling safe at night,2013,50.31697753
CHL,Chile,AVERAGE,Average,10_2,Feeling safe at night,2014,54.78088259
CHL,Chile,AVERAGE,Average,10_2,Feeling safe at night,2015,50.24167739
CHL,Chile,AVERAGE,Average,10_2,Feeling safe at night,2016,48.35471666
CHL,Chile,AVERAGE,Average,10_2,Feeling safe at night,2017,45.24869265
CHL,Chile,AVERAGE,Average,10_2,Feeling safe at night,2018,47.38542222
CHL,Chile,AVERAGE,Average,10_2,Feeling safe at night,2019,47.96132175
CHL,Chile,AVERAGE,Average,10_2,Feeling safe at night,2020,40.68520952
CHL,Chile,AVERAGE,Average,10_2,Feeling safe at night,2021,43.14519843
CHL,Chile,AVERAGE,Average,10_2,Feeling safe at night,2022,36.4924991
CHL,Chile,AVERAGE,Average,10_3,Road deaths,2004,14.27351109
CHL,Chile,AVERAGE,Average,10_3,Road deaths,2005,13.07738123
CHL,Chile,AVERAGE,Average,10_3,Road deaths,2006,13.15195634
CHL,Chile,AVERAGE,Average,10_3,Road deaths,2007,12.95981204
CHL,Chile,AVERAGE,Average,10_3,Road deaths,2008,13.87319706
CHL,Chile,AVERAGE,Average,10_3,Road deaths,2009,11.60470913
CHL,Chile,AVERAGE,Average,10_3,Road deaths,2010,12.13085358
CHL,Chile,AVERAGE,Average,10_3,Road deaths,2011,11.84641917
CHL,Chile,AVERAGE,Average,10_3,Road deaths,2012,11.34520607
CHL,Chile,AVERAGE,Average,10_3,Road deaths,2013,11.94078868
CHL,Chile,AVERAGE,Average,10_3,Road deaths,2014,11.89591613
CHL,Chile,AVERAGE,Average,10_3,Road deaths,2015,11.88553628
CHL,Chile,AVERAGE,Average,10_3,Road deaths,2016,11.98867384
CHL,Chile,AVERAGE,Average,10_3,Road deaths,2017,10.45105562
CHL,Chile,AVERAGE,Average,10_3,Road deaths,2018,10.42588542
CHL,Chile,AVERAGE,Average,10_3,Road deaths,2019,10.32594178
CHL,Chile,AVERAGE,Average,10_3,Road deaths,2020,9.21971127
CHL,Chile,AVERAGE,Average,10_3,Road deaths,2021,10.42769665
CHL,Chile,AVERAGE,Average,10_3,Road deaths,2022,10.7773821
CHL,Chile,DEP,Deprivation,1_4,Relative income poverty ,2009,17.8
CHL,Chile,DEP,Deprivation,1_4,Relative income poverty ,2011,18.4
CHL,Chile,DEP,Deprivation,1_4,Relative income poverty ,2013,16.8
CHL,Chile,DEP,Deprivation,1_4,Relative income poverty ,2015,16.1
CHL,Chile,DEP,Deprivation,1_4,Relative income poverty ,2017,16.5
CHL,Chile,DEP,Deprivation,1_6,Financial insecurity,2014,52.65023
CHL,Chile,DEP,Deprivation,2_4,"Youth not in employment, education or training",2009,22.17662
CHL,Chile,DEP,Deprivation,2_4,"Youth not in employment, education or training",2011,20.515585
CHL,Chile,DEP,Deprivation,2_4,"Youth not in employment, education or training",2013,17.144602
CHL,Chile,DEP,Deprivation,2_4,"Youth not in employment, education or training",2015,16.342464
CHL,Chile,DEP,Deprivation,2_4,"Youth not in employment, education or training",2017,17.183151
CHL,Chile,DEP,Deprivation,2_4,"Youth not in employment, education or training",2020,21.074551
CHL,Chile,DEP,Deprivation,3_3,Housing cost overburden,2011,19.12121326
CHL,Chile,DEP,Deprivation,3_3,Housing cost overburden,2013,20.85870504
CHL,Chile,DEP,Deprivation,3_3,Housing cost overburden,2015,27.77673602
CHL,Chile,DEP,Deprivation,3_3,Housing cost overburden,2017,36.12205088
CHL,Chile,DEP,Deprivation,3_4,Poor households without access to basic sanitary facilities,2011,8.773606271
CHL,Chile,DEP,Deprivation,3_4,Poor households without access to basic sanitary facilities,2013,8.354511857
CHL,Chile,DEP,Deprivation,3_4,Poor households without access to basic sanitary facilities,2015,6.101391092
CHL,Chile,DEP,Deprivation,3_4,Poor households without access to basic sanitary facilities,2017,5.526625365
CHL,Chile,DEP,Deprivation,3_4,Poor households without access to basic sanitary facilities,2020,2.676527202
CHL,Chile,DEP,Deprivation,7_1,Social support,2006,16.30193031
CHL,Chile,DEP,Deprivation,7_1,Social support,2007,18.37037819
CHL,Chile,DEP,Deprivation,7_1,Social support,2008,19.46381628
CHL,Chile,DEP,Deprivation,7_1,Social support,2009,16.73526064
CHL,Chile,DEP,Deprivation,7_1,Social support,2010,14.22731545
CHL,Chile,DEP,Deprivation,7_1,Social support,2011,18.07560395
CHL,Chile,DEP,Deprivation,7_1,Social support,2012,14.40716512
CHL,Chile,DEP,Deprivation,7_1,Social support,2013,13.68083381
CHL,Chile,DEP,Deprivation,7_1,Social support,2014,13.7051095
CHL,Chile,DEP,Deprivation,7_1,Social support,2015,17.23276667
CHL,Chile,DEP,Deprivation,7_1,Social support,2016,15.8265171
CHL,Chile,DEP,Deprivation,7_1,Social support,2017,11.99578515
CHL,Chile,DEP,Deprivation,7_1,Social support,2018,10.95964284
CHL,Chile,DEP,Deprivation,7_1,Social support,2019,13.01777053
CHL,Chile,DEP,Deprivation,7_1,Social support,2020,11.07821355
CHL,Chile,DEP,Deprivation,7_1,Social support,2021,10.78743011
CHL,Chile,DEP,Deprivation,7_1,Social support,2022,11.27001518
CHL,Chile,DEP,Deprivation,10_2,Feeling safe at night,2006,60.08447921
CHL,Chile,DEP,Deprivation,10_2,Feeling safe at night,2007,59.36685874
CHL,Chile,DEP,Deprivation,10_2,Feeling safe at night,2008,51.82458646
CHL,Chile,DEP,Deprivation,10_2,Feeling safe at night,2009,56.81839995
CHL,Chile,DEP,Deprivation,10_2,Feeling safe at night,2010,51.72369642
CHL,Chile,DEP,Deprivation,10_2,Feeling safe at night,2011,43.83876511
CHL,Chile,DEP,Deprivation,10_2,Feeling safe at night,2012,40.13703819
CHL,Chile,DEP,Deprivation,10_2,Feeling safe at night,2013,48.11708432
CHL,Chile,DEP,Deprivation,10_2,Feeling safe at night,2014,44.29815049
CHL,Chile,DEP,Deprivation,10_2,Feeling safe at night,2015,48.75630436
CHL,Chile,DEP,Deprivation,10_2,Feeling safe at night,2016,49.93926951
CHL,Chile,DEP,Deprivation,10_2,Feeling safe at night,2017,52.6096349
CHL,Chile,DEP,Deprivation,10_2,Feeling safe at night,2018,51.55310829
CHL,Chile,DEP,Deprivation,10_2,Feeling safe at night,2019,50.98156643
CHL,Chile,DEP,Deprivation,10_2,Feeling safe at night,2020,55.08550897
CHL,Chile,DEP,Deprivation,10_2,Feeling safe at night,2021,54.04676235
CHL,Chile,DEP,Deprivation,10_2,Feeling safe at night,2022,60.76069112
CHL,Chile,DEP,Deprivation,11_2,Negative affect balance,2006,17.38937527
CHL,Chile,DEP,Deprivation,11_2,Negative affect balance,2007,17.76292515
CHL,Chile,DEP,Deprivation,11_2,Negative affect balance,2008,18.40417756
CHL,Chile,DEP,Deprivation,11_2,Negative affect balance,2009,14.06485528
CHL,Chile,DEP,Deprivation,11_2,Negative affect balance,2010,14.5421575
CHL,Chile,DEP,Deprivation,11_2,Negative affect balance,2011,16.07342569
CHL,Chile,DEP,Deprivation,11_2,Negative affect balance,2012,13.96841121
CHL,Chile,DEP,Deprivation,11_2,Negative affect balance,2013,12.93217544
CHL,Chile,DEP,Deprivation,11_2,Negative affect balance,2014,11.94932478
CHL,Chile,DEP,Deprivation,11_2,Negative affect balance,2015,17.0798747
CHL,Chile,DEP,Deprivation,11_2,Negative affect balance,2016,11.74690717
CHL,Chile,DEP,Deprivation,11_2,Negative affect balance,2017,13.67405175
CHL,Chile,DEP,Deprivation,11_2,Negative affect balance,2018,13.75189247
CHL,Chile,DEP,Deprivation,11_2,Negative affect balance,2019,17.39669376
CHL,Chile,DEP,Deprivation,11_2,Negative affect balance,2020,16.70029837
CHL,Chile,DEP,Deprivation,11_2,Negative affect balance,2021,11.5535138
COL,Colombia,AVERAGE,Average,2_1,Employment rate,2004,69.17662692
COL,Colombia,AVERAGE,Average,2_1,Employment rate,2005,70.045419
COL,Colombia,AVERAGE,Average,2_1,Employment rate,2007,69.18365101
COL,Colombia,AVERAGE,Average,2_1,Employment rate,2008,69.78822882
COL,Colombia,AVERAGE,Average,2_1,Employment rate,2009,71.20588838
COL,Colombia,AVERAGE,Average,2_1,Employment rate,2010,72.64527388
COL,Colombia,AVERAGE,Average,2_1,Employment rate,2011,73.86231516
COL,Colombia,AVERAGE,Average,2_1,Employment rate,2012,74.69537328
COL,Colombia,AVERAGE,Average,2_1,Employment rate,2013,74.96466568
COL,Colombia,AVERAGE,Average,2_1,Employment rate,2014,75.46422196
COL,Colombia,AVERAGE,Average,2_1,Employment rate,2015,75.94693568
COL,Colombia,AVERAGE,Average,2_1,Employment rate,2016,75.68829883
COL,Colombia,AVERAGE,Average,2_1,Employment rate,2017,75.37966403
COL,Colombia,AVERAGE,Average,2_1,Employment rate,2018,74.86139148
COL,Colombia,AVERAGE,Average,2_1,Employment rate,2019,73.73493194
COL,Colombia,AVERAGE,Average,2_1,Employment rate,2020,65.53842795
COL,Colombia,AVERAGE,Average,2_1,Employment rate,2021,68.81411884
COL,Colombia,AVERAGE,Average,5_1,Life expectancy at birth,2004,72.6
COL,Colombia,AVERAGE,Average,5_1,Life expectancy at birth,2005,73
COL,Colombia,AVERAGE,Average,5_1,Life expectancy at birth,2006,73.3
COL,Colombia,AVERAGE,Average,5_1,Life expectancy at birth,2007,73.5
COL,Colombia,AVERAGE,Average,5_1,Life expectancy at birth,2008,73.8
COL,Colombia,AVERAGE,Average,5_1,Life expectancy at birth,2009,74
COL,Colombia,AVERAGE,Average,5_1,Life expectancy at birth,2010,74.3
COL,Colombia,AVERAGE,Average,5_1,Life expectancy at birth,2011,74.5
COL,Colombia,AVERAGE,Average,5_1,Life expectancy at birth,2012,74.7
COL,Colombia,AVERAGE,Average,5_1,Life expectancy at birth,2013,75
COL,Colombia,AVERAGE,Average,5_1,Life expectancy at birth,2014,75.2
COL,Colombia,AVERAGE,Average,5_1,Life expectancy at birth,2015,75.4
COL,Colombia,AVERAGE,Average,5_1,Life expectancy at birth,2016,75.7
COL,Colombia,AVERAGE,Average,5_1,Life expectancy at birth,2017,75.9
COL,Colombia,AVERAGE,Average,5_1,Life expectancy at birth,2018,76.5
COL,Colombia,AVERAGE,Average,5_1,Life expectancy at birth,2019,76.6
COL,Colombia,AVERAGE,Average,5_1,Life expectancy at birth,2020,76.7
COL,Colombia,AVERAGE,Average,5_1,Life expectancy at birth,2021,76.8
COL,Colombia,AVERAGE,Average,5_2,Perceived health,2018,80.6
COL,Colombia,AVERAGE,Average,5_2,Perceived health,2019,80.4
COL,Colombia,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",2004,14.95487213
COL,Colombia,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",2005,13.77244949
COL,Colombia,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",2006,14.15332413
COL,Colombia,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",2007,13.95174026
COL,Colombia,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",2008,13.7682724
COL,Colombia,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",2009,13.25817108
COL,Colombia,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",2010,12.72916889
COL,Colombia,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",2011,11.70540714
COL,Colombia,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",2012,12.0667944
COL,Colombia,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",2013,11.72387409
COL,Colombia,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",2014,12.20621872
COL,Colombia,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",2015,12.80517101
COL,Colombia,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",2016,13.31626987
COL,Colombia,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",2017,12.80530739
COL,Colombia,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",2018,13.16000271
COL,Colombia,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",2019,12.97160625
COL,Colombia,AVERAGE,Average,6_1,Student skills (reading),2006,385.3080385
COL,Colombia,AVERAGE,Average,6_1,Student skills (reading),2009,413.1814991
COL,Colombia,AVERAGE,Average,6_1,Student skills (reading),2012,403.4025342
COL,Colombia,AVERAGE,Average,6_1,Student skills (reading),2015,424.905167
COL,Colombia,AVERAGE,Average,6_1,Student skills (reading),2018,412.295085
COL,Colombia,AVERAGE,Average,6_2,Student skills (maths),2006,369.9785135
COL,Colombia,AVERAGE,Average,6_2,Student skills (maths),2009,380.8482149
COL,Colombia,AVERAGE,Average,6_2,Student skills (maths),2012,376.488601
COL,Colombia,AVERAGE,Average,6_2,Student skills (maths),2015,389.6438278
COL,Colombia,AVERAGE,Average,6_2,Student skills (maths),2018,390.9322732
COL,Colombia,AVERAGE,Average,7_1,Social support,2006,90.30301655
COL,Colombia,AVERAGE,Average,7_1,Social support,2007,89.15696209
COL,Colombia,AVERAGE,Average,7_1,Social support,2008,87.86227655
COL,Colombia,AVERAGE,Average,7_1,Social support,2009,88.37576404
COL,Colombia,AVERAGE,Average,7_1,Social support,2010,88.62195203
COL,Colombia,AVERAGE,Average,7_1,Social support,2011,90.13801158
COL,Colombia,AVERAGE,Average,7_1,Social support,2012,91.15112049
COL,Colombia,AVERAGE,Average,7_1,Social support,2013,89.71864876
COL,Colombia,AVERAGE,Average,7_1,Social support,2014,90.2496473
COL,Colombia,AVERAGE,Average,7_1,Social support,2015,88.71673442
COL,Colombia,AVERAGE,Average,7_1,Social support,2016,87.86345266
COL,Colombia,AVERAGE,Average,7_1,Social support,2017,90.3991692
COL,Colombia,AVERAGE,Average,7_1,Social support,2018,86.58972732
COL,Colombia,AVERAGE,Average,7_1,Social support,2019,86.65261517
COL,Colombia,AVERAGE,Average,7_1,Social support,2020,79.70352378
COL,Colombia,AVERAGE,Average,7_1,Social support,2021,78.87310632
COL,Colombia,AVERAGE,Average,7_1,Social support,2022,87.21777195
COL,Colombia,AVERAGE,Average,8_2,Voter turnout ,2006,45.11
COL,Colombia,AVERAGE,Average,8_2,Voter turnout ,2010,44.35
COL,Colombia,AVERAGE,Average,8_2,Voter turnout ,2014,47.9
COL,Colombia,AVERAGE,Average,8_2,Voter turnout ,2018,53.38
COL,Colombia,AVERAGE,Average,8_2,Voter turnout ,2022,55.86
COL,Colombia,AVERAGE,Average,10_1,Homicides,2004,57
COL,Colombia,AVERAGE,Average,10_1,Homicides,2005,49.1
COL,Colombia,AVERAGE,Average,10_1,Homicides,2006,43.2
COL,Colombia,AVERAGE,Average,10_1,Homicides,2007,37.7
COL,Colombia,AVERAGE,Average,10_1,Homicides,2008,39.2
COL,Colombia,AVERAGE,Average,10_1,Homicides,2009,43.2
COL,Colombia,AVERAGE,Average,10_1,Homicides,2010,39.5
COL,Colombia,AVERAGE,Average,10_1,Homicides,2011,34.2
COL,Colombia,AVERAGE,Average,10_1,Homicides,2012,32.2
COL,Colombia,AVERAGE,Average,10_1,Homicides,2013,29.4
COL,Colombia,AVERAGE,Average,10_1,Homicides,2014,25.3
COL,Colombia,AVERAGE,Average,10_1,Homicides,2015,24
COL,Colombia,AVERAGE,Average,10_1,Homicides,2016,23.4
COL,Colombia,AVERAGE,Average,10_1,Homicides,2017,22.8
COL,Colombia,AVERAGE,Average,10_1,Homicides,2018,23.5
COL,Colombia,AVERAGE,Average,10_1,Homicides,2019,23.7
COL,Colombia,AVERAGE,Average,10_2,Feeling safe at night,2006,55.86861929
COL,Colombia,AVERAGE,Average,10_2,Feeling safe at night,2007,52.005167
COL,Colombia,AVERAGE,Average,10_2,Feeling safe at night,2008,48.64370684
COL,Colombia,AVERAGE,Average,10_2,Feeling safe at night,2009,45.03204391
COL,Colombia,AVERAGE,Average,10_2,Feeling safe at night,2010,43.42294009
COL,Colombia,AVERAGE,Average,10_2,Feeling safe at night,2011,45.71436413
COL,Colombia,AVERAGE,Average,10_2,Feeling safe at night,2012,44.92122262
COL,Colombia,AVERAGE,Average,10_2,Feeling safe at night,2013,47.39188519
COL,Colombia,AVERAGE,Average,10_2,Feeling safe at night,2014,44.24836366
COL,Colombia,AVERAGE,Average,10_2,Feeling safe at night,2015,46.76623738
COL,Colombia,AVERAGE,Average,10_2,Feeling safe at night,2016,44.95330824
COL,Colombia,AVERAGE,Average,10_2,Feeling safe at night,2017,41.58372615
COL,Colombia,AVERAGE,Average,10_2,Feeling safe at night,2018,48.19540394
COL,Colombia,AVERAGE,Average,10_2,Feeling safe at night,2019,47.50857872
COL,Colombia,AVERAGE,Average,10_2,Feeling safe at night,2020,49.52192059
COL,Colombia,AVERAGE,Average,10_2,Feeling safe at night,2021,43.23853835
COL,Colombia,AVERAGE,Average,10_2,Feeling safe at night,2022,43.50731068
COL,Colombia,AVERAGE,Average,10_3,Road deaths,2009,13.17858415
COL,Colombia,AVERAGE,Average,10_3,Road deaths,2010,12.28953435
COL,Colombia,AVERAGE,Average,10_3,Road deaths,2011,11.77911925
COL,Colombia,AVERAGE,Average,10_3,Road deaths,2012,11.82180951
COL,Colombia,AVERAGE,Average,10_3,Road deaths,2013,12.67086464
COL,Colombia,AVERAGE,Average,10_3,Road deaths,2014,13.33885376
COL,Colombia,AVERAGE,Average,10_3,Road deaths,2015,13.83170123
COL,Colombia,AVERAGE,Average,10_3,Road deaths,2016,14.81098189
COL,Colombia,AVERAGE,Average,10_3,Road deaths,2017,13.718072
COL,Colombia,AVERAGE,Average,10_3,Road deaths,2018,13.73644192
COL,Colombia,AVERAGE,Average,10_3,Road deaths,2019,13.3149301
COL,Colombia,AVERAGE,Average,10_3,Road deaths,2020,10.81345619
COL,Colombia,AVERAGE,Average,10_3,Road deaths,2021,14.17839603
COL,Colombia,AVERAGE,Average,10_3,Road deaths,2022,15.53711637
COL,Colombia,AVERAGE,Average,11_1,Life satisfaction,2018,8.264852775
COL,Colombia,DEP,Deprivation,2_3,Long-term unemployment rate,2004,4.261265714
COL,Colombia,DEP,Deprivation,2_3,Long-term unemployment rate,2005,3.410404628
COL,Colombia,DEP,Deprivation,2_3,Long-term unemployment rate,2007,1.376439755
COL,Colombia,DEP,Deprivation,2_3,Long-term unemployment rate,2008,1.174509889
COL,Colombia,DEP,Deprivation,2_3,Long-term unemployment rate,2009,1.410587504
COL,Colombia,DEP,Deprivation,2_3,Long-term unemployment rate,2010,1.439357586
COL,Colombia,DEP,Deprivation,2_3,Long-term unemployment rate,2011,1.156009537
COL,Colombia,DEP,Deprivation,2_3,Long-term unemployment rate,2012,1.01218876
COL,Colombia,DEP,Deprivation,2_3,Long-term unemployment rate,2013,0.861290996
COL,Colombia,DEP,Deprivation,2_3,Long-term unemployment rate,2014,0.857256019
COL,Colombia,DEP,Deprivation,2_3,Long-term unemployment rate,2015,0.705349391
COL,Colombia,DEP,Deprivation,2_3,Long-term unemployment rate,2016,0.69824234
COL,Colombia,DEP,Deprivation,2_3,Long-term unemployment rate,2017,0.817516571
COL,Colombia,DEP,Deprivation,2_3,Long-term unemployment rate,2018,1.007136109
COL,Colombia,DEP,Deprivation,2_3,Long-term unemployment rate,2019,1.249034506
COL,Colombia,DEP,Deprivation,2_3,Long-term unemployment rate,2020,1.114694067
COL,Colombia,DEP,Deprivation,2_3,Long-term unemployment rate,2021,2.520357099
COL,Colombia,DEP,Deprivation,2_4,"Youth not in employment, education or training",2013,21.756479
COL,Colombia,DEP,Deprivation,2_4,"Youth not in employment, education or training",2014,21.645657
COL,Colombia,DEP,Deprivation,2_4,"Youth not in employment, education or training",2015,21.260151
COL,Colombia,DEP,Deprivation,2_4,"Youth not in employment, education or training",2016,21.220673
COL,Colombia,DEP,Deprivation,2_4,"Youth not in employment, education or training",2017,21.903862
COL,Colombia,DEP,Deprivation,2_4,"Youth not in employment, education or training",2018,22.905624
COL,Colombia,DEP,Deprivation,2_4,"Youth not in employment, education or training",2019,23.954031
COL,Colombia,DEP,Deprivation,2_4,"Youth not in employment, education or training",2020,29.120235
COL,Colombia,DEP,Deprivation,2_4,"Youth not in employment, education or training",2021,26.687654
COL,Colombia,DEP,Deprivation,3_3,Housing cost overburden,2012,41.2768662
COL,Colombia,DEP,Deprivation,3_3,Housing cost overburden,2013,42.3374325
COL,Colombia,DEP,Deprivation,3_3,Housing cost overburden,2014,42.92167425
COL,Colombia,DEP,Deprivation,3_3,Housing cost overburden,2015,43.13235581
COL,Colombia,DEP,Deprivation,3_3,Housing cost overburden,2016,45.34898698
COL,Colombia,DEP,Deprivation,3_3,Housing cost overburden,2017,48.43386114
COL,Colombia,DEP,Deprivation,3_3,Housing cost overburden,2018,50.62621236
COL,Colombia,DEP,Deprivation,3_3,Housing cost overburden,2019,46.65438235
COL,Colombia,DEP,Deprivation,3_3,Housing cost overburden,2020,44.26695406
COL,Colombia,DEP,Deprivation,3_4,Poor households without access to basic sanitary facilities,2012,1.938472129
COL,Colombia,DEP,Deprivation,3_4,Poor households without access to basic sanitary facilities,2013,1.746927202
COL,Colombia,DEP,Deprivation,3_4,Poor households without access to basic sanitary facilities,2014,1.81140732
COL,Colombia,DEP,Deprivation,3_4,Poor households without access to basic sanitary facilities,2015,1.595493406
COL,Colombia,DEP,Deprivation,3_4,Poor households without access to basic sanitary facilities,2016,1.438813563
COL,Colombia,DEP,Deprivation,3_4,Poor households without access to basic sanitary facilities,2017,1.132660359
COL,Colombia,DEP,Deprivation,3_4,Poor households without access to basic sanitary facilities,2018,1.129211113
COL,Colombia,DEP,Deprivation,3_4,Poor households without access to basic sanitary facilities,2019,1.501880214
COL,Colombia,DEP,Deprivation,3_4,Poor households without access to basic sanitary facilities,2020,1.044890378
COL,Colombia,DEP,Deprivation,7_1,Social support,2006,8.89911408
COL,Colombia,DEP,Deprivation,7_1,Social support,2007,10.60390053
COL,Colombia,DEP,Deprivation,7_1,Social support,2008,11.97364179
COL,Colombia,DEP,Deprivation,7_1,Social support,2009,11.3794103
COL,Colombia,DEP,Deprivation,7_1,Social support,2010,10.61957211
COL,Colombia,DEP,Deprivation,7_1,Social support,2011,9.555932718
COL,Colombia,DEP,Deprivation,7_1,Social support,2012,8.535942417
COL,Colombia,DEP,Deprivation,7_1,Social support,2013,9.88265044
COL,Colombia,DEP,Deprivation,7_1,Social support,2014,9.209673465
COL,Colombia,DEP,Deprivation,7_1,Social support,2015,10.97618796
COL,Colombia,DEP,Deprivation,7_1,Social support,2016,11.76622721
COL,Colombia,DEP,Deprivation,7_1,Social support,2017,9.022520586
COL,Colombia,DEP,Deprivation,7_1,Social support,2018,12.82780052
COL,Colombia,DEP,Deprivation,7_1,Social support,2019,12.65371819
COL,Colombia,DEP,Deprivation,7_1,Social support,2020,20.29647622
COL,Colombia,DEP,Deprivation,7_1,Social support,2021,20.60981455
COL,Colombia,DEP,Deprivation,7_1,Social support,2022,12.23809873
COL,Colombia,DEP,Deprivation,10_2,Feeling safe at night,2006,42.42140267
COL,Colombia,DEP,Deprivation,10_2,Feeling safe at night,2007,46.34983253
COL,Colombia,DEP,Deprivation,10_2,Feeling safe at night,2008,50.17324083
COL,Colombia,DEP,Deprivation,10_2,Feeling safe at night,2009,53.64829478
COL,Colombia,DEP,Deprivation,10_2,Feeling safe at night,2010,55.08256538
COL,Colombia,DEP,Deprivation,10_2,Feeling safe at night,2011,52.5550269
COL,Colombia,DEP,Deprivation,10_2,Feeling safe at night,2012,54.18811469
COL,Colombia,DEP,Deprivation,10_2,Feeling safe at night,2013,51.60023137
COL,Colombia,DEP,Deprivation,10_2,Feeling safe at night,2014,54.03772271
COL,Colombia,DEP,Deprivation,10_2,Feeling safe at night,2015,51.7680504
COL,Colombia,DEP,Deprivation,10_2,Feeling safe at night,2016,52.21765112
COL,Colombia,DEP,Deprivation,10_2,Feeling safe at night,2017,57.72871489
COL,Colombia,DEP,Deprivation,10_2,Feeling safe at night,2018,50.20833526
COL,Colombia,DEP,Deprivation,10_2,Feeling safe at night,2019,50.54149723
COL,Colombia,DEP,Deprivation,10_2,Feeling safe at night,2020,49.64668899
COL,Colombia,DEP,Deprivation,10_2,Feeling safe at night,2021,55.24725938
COL,Colombia,DEP,Deprivation,10_2,Feeling safe at night,2022,55.71609066
CRI,Costa Rica,AVERAGE,Average,2_1,Employment rate,2004,67.88305209
